QID-DocID,TF-IDF,Okapi TF,BM25,Laplace,Jelinek-Mercer,Label
1-359,16.6646106128767,0.0,0.0,0.0,0.0,0
1-876,16.14910037670144,2.6176182781169155,7.380109106348702,-127.74782533456859,-105.71383745897293,1
1-1072,16.137457211466476,0.0,9.058597334024448,-128.06923758499653,-104.28978630826282,0
1-141,16.00589718450054,2.5152863258211067,12.13808456972001,0.0,-102.42532153156466,0
1-717,15.898311468939497,2.2651337383244,0.0,-126.89030017660171,0.0,0
1-78,15.510956803121715,0.0,10.585341902738383,0.0,-104.23036196276153,0
1-349,15.471486691586955,0.0,0.0,0.0,0.0,0
1-658,15.206664529570416,2.524669397735628,8.114730667766057,-126.7890185676388,0.0,0
1-875,15.11468867080803,0.0,13.117497350656,0.0,-101.49072351976889,1
1-878,15.081875965382544,2.891258445412896,13.780975328638933,-128.2024441691459,-102.6151181162078,0
1-202,15.068828798667678,0.0,6.78784779256144,0.0,0.0,0
1-52,15.031827410666658,2.4959378658217677,7.04968339797197,-127.78110430417334,0.0,1
1-552,15.007255242461529,2.1309129719088693,9.350475534288336,-128.6313874637255,-104.92760632505924,0
1-1167,14.7706516255345,2.1188395328717884,7.3250237655133486,-128.08586490637268,0.0,0
1-798,14.757272005016931,0.0,0.0,-126.8960683653591,0.0,0
1-193,14.657000752291891,0.0,0.0,-127.9971398276975,0.0,0
1-1341,14.485811720788954,0.0,0.0,0.0,0.0,0
1-311,14.467479479973884,2.6449625897129,11.29398298695061,-127.61441792794807,-104.70355703870445,0
1-1361,14.433547164245123,2.5628827957908333,12.13773898763589,-128.12212926572255,-102.6378903304625,0
1-1362,14.422806014210089,2.5509653082309955,11.971082668369467,-128.42485354199823,-103.05398480998488,0
1-232,14.38173974387387,2.096263125494855,7.58318975918327,-128.21094694029486,-105.94322745248004,0
1-332,14.319631506660842,2.1258456497653144,10.241470433801714,-128.46226848487856,-103.8901401342019,0
1-373,14.119729186355693,2.405137391872218,7.345061841507633,-126.68574922535676,0.0,0
1-42,14.025198568052405,2.0465174951680782,8.159308889711104,-128.33364009617782,-104.85490129723676,0
1-874,13.854020010160447,2.099184143059218,6.8757734443328555,-127.62963608767473,0.0,0
1-643,13.780805386131686,2.089468316656268,0.0,0.0,-105.84081614678901,0
1-606,13.666178213332403,2.5541996573499284,7.153695509526779,-128.02231354303245,-105.93916790385222,0
1-1239,13.564983035362648,2.0892064904099605,6.740637347196156,-127.21090722962485,0.0,0
1-781,13.470058890797294,0.0,0.0,0.0,-105.82434396967801,0
1-811,13.408582811545257,0.0,0.0,0.0,0.0,0
1-494,13.368924477089486,0.0,0.0,0.0,0.0,0
1-1246,13.237552767356311,2.4625793693848523,9.051686970410277,-127.20635050399166,-105.9686777562497,0
1-573,13.236639605577846,2.5563335882480063,11.05696485138375,-128.31297098501233,-103.87232358133475,0
1-1098,13.211785804730336,0.0,8.118312887184,0.0,-105.16476175016433,0
1-423,13.113368225852643,0.0,0.0,0.0,0.0,0
1-195,13.005825007629099,2.1237893162780748,10.84626377871777,0.0,-104.9859086779963,1
1-92,12.995160669708348,2.4648015955049605,6.6893643256405255,-127.49706626805043,0.0,0
1-453,12.903801212272864,2.1534079168308238,7.4913495594908195,-128.33683721823343,0.0,0
1-82,12.859435827309296,0.0,0.0,-128.02469155493554,0.0,0
1-1166,12.680279134401008,0.0,0.0,0.0,0.0,0
1-1380,12.38769825961991,2.105066330630059,0.0,-128.1038880648325,0.0,0
1-309,12.314850549378196,2.4355918796486966,0.0,-128.01402175301192,0.0,0
1-204,12.302660826014218,2.3346118351199183,0.0,-127.68536405160263,0.0,0
1-640,12.296257967251812,2.048998270159442,0.0,-127.37703356929318,0.0,0
1-280,12.263276609219087,2.416172196803916,6.90011014951677,-128.32735981555965,0.0,0
1-758,12.218506761027239,2.14175216215357,0.0,0.0,-105.32122232995737,0
1-236,12.015714178925666,2.5447891694512403,9.820257666349033,-128.17842616125765,-103.8486200842796,0
1-593,11.999130271210621,2.3149811496280184,0.0,-128.05509221199605,0.0,0
1-1165,11.980618524016856,0.0,0.0,0.0,0.0,0
1-880,11.864892682587547,2.50129122752192,10.638920860286586,0.0,-103.48692867120626,1
1-858,11.786735416310714,2.2095048216630415,7.467561056305548,-128.22100362698816,-105.4977829640833,1
1-154,11.762568460230929,0.0,6.747984309311825,0.0,-105.4919380313688,0
1-1392,11.647916020676902,0.0,0.0,-128.6283717449769,0.0,0
1-1248,11.633887495342826,0.0,0.0,-128.1870206206529,-105.83195979853362,0
1-430,11.549294465454885,2.2754901264820613,6.796424857926485,0.0,-105.18394230299303,0
1-429,11.53855331541985,2.314027409816059,7.070428843464795,0.0,-104.49498573126543,0
1-1063,11.53855331541985,2.1534448511612054,6.712260250051548,0.0,-105.49920274837231,0
1-1328,11.498495857853047,0.0,0.0,0.0,0.0,0
1-211,11.497527754802,2.22466269511857,0.0,-127.99827521345236,0.0,0
1-1143,11.399459171392515,2.418860889185982,8.124776373056964,-128.42288619987465,-104.97140419654671,0
1-1338,11.39599448900961,0.0,0.0,0.0,0.0,0
1-755,11.333521015015885,0.0,7.021559901989429,0.0,0.0,0
1-197,11.15121680243748,0.0,0.0,-128.5706349531384,0.0,0
1-158,11.056791804275186,2.043395315987863,8.517630586035825,0.0,-105.14762917239891,0
1-152,0.0,2.420301465675262,8.22876980483413,-128.10178466513935,-105.30031748757283,0
1-374,0.0,2.419800565289498,10.279729103293098,0.0,-104.22869651608661,0
1-1012,0.0,2.400767296830513,7.4240915990535115,-128.48626932309426,-105.85653087775049,0
1-1003,0.0,2.3607611739982626,8.069225322657283,-128.63076309998374,-105.3505388242389,0
1-502,0.0,2.348959249655073,0.0,0.0,-105.69399859447107,0
1-1042,0.0,2.329567124462514,7.815467935088273,0.0,-105.49855368423505,0
1-36,0.0,2.2619772018805175,9.931786952292134,0.0,-104.08035944319376,0
1-1089,0.0,2.2527173752518856,7.687497686091695,0.0,-105.92259097249139,0
1-1303,0.0,2.252412004996763,0.0,-128.03347112942305,0.0,0
1-1155,0.0,2.247863914489074,7.020141547703975,0.0,-105.84250811493557,0
1-1111,0.0,2.2316175996936627,6.823730581118603,0.0,-104.84817549900504,0
1-2,0.0,2.2194184577674028,7.672078267870537,0.0,-105.82670109237654,0
1-663,0.0,2.2178654557602404,7.663696191492485,0.0,-105.59443108798786,0
1-302,0.0,2.202030712822001,0.0,0.0,0.0,0
1-991,0.0,2.199457071072168,0.0,-127.70368045903136,0.0,0
1-982,0.0,2.192501667698978,0.0,0.0,0.0,0
1-801,0.0,2.183295782180021,7.9139160681678735,-128.11798432578007,0.0,0
1-1110,0.0,2.1704695901493363,0.0,-128.5119250182075,0.0,0
1-710,0.0,2.1430467016917234,0.0,-127.78341283675489,0.0,0
1-681,0.0,2.14181075450987,6.846668910413254,0.0,-105.51783258969753,0
1-665,0.0,2.137850504013919,9.210705332985867,0.0,-103.28216455004535,0
1-38,0.0,2.1371001895237027,0.0,0.0,0.0,0
1-296,0.0,2.1304846128470505,0.0,-128.51881852320997,0.0,0
1-1315,0.0,2.1099356823061415,0.0,0.0,0.0,0
1-909,0.0,2.1019926170786607,0.0,0.0,-105.94341965019778,0
1-103,0.0,2.0959160500393814,6.95481957741176,0.0,-105.69375342783005,0
1-624,0.0,2.0769531723616526,0.0,0.0,0.0,0
1-321,0.0,2.072299723177448,0.0,0.0,0.0,0
1-209,0.0,2.0704562766356727,7.6886016073916075,0.0,0.0,0
1-1295,0.0,2.041572209133851,0.0,0.0,0.0,0
1-917,0.0,2.0408694421958313,6.843985407758945,-127.87775243082352,0.0,0
1-828,0.0,2.0408251536699424,0.0,-128.36994336604425,-105.26627266459104,0
1-416,0.0,2.0359017943214885,6.723116708166226,-128.2613606382151,0.0,0
1-251,0.0,0.0,8.857095567703961,0.0,-104.1130185131764,0
1-28,0.0,0.0,8.700941089877922,0.0,-104.26414973698895,0
1-1304,0.0,0.0,8.27415716739837,0.0,-103.74862590099836,0
1-526,0.0,0.0,8.130839902525704,0.0,-105.6530777818969,0
1-726,0.0,0.0,8.005416876602776,0.0,-105.64881905528034,0
1-1101,0.0,0.0,7.6615963729826255,0.0,-105.46866421788206,0
1-29,0.0,0.0,7.660843406991182,0.0,0.0,1
1-404,0.0,0.0,7.406066294579777,0.0,-104.19076054613768,0
1-284,0.0,0.0,7.4027041101501565,0.0,-105.04344576226306,0
1-104,0.0,0.0,7.34268443322033,0.0,-105.42738711600754,0
1-345,0.0,0.0,7.153912038197656,0.0,0.0,0
1-370,0.0,0.0,7.0752610771190705,0.0,-105.48583144020546,0
1-1180,0.0,0.0,7.019768299553355,0.0,0.0,0
1-1178,0.0,0.0,6.839203138949464,0.0,-105.71623046728332,0
1-283,0.0,0.0,6.79094579147449,0.0,0.0,0
1-817,0.0,0.0,6.765551330382474,0.0,-105.20471276388011,0
1-1365,0.0,0.0,6.727643601965079,0.0,-104.48262991466187,0
1-1074,0.0,0.0,6.7209594720655605,0.0,0.0,0
1-1244,0.0,0.0,0.0,-127.52159688092368,0.0,0
1-962,0.0,0.0,0.0,-127.65352959130725,0.0,0
1-721,0.0,0.0,0.0,-127.66177026168758,0.0,0
1-131,0.0,0.0,0.0,-127.80256631433696,0.0,0
1-364,0.0,0.0,0.0,-128.10347773616564,0.0,0
1-216,0.0,0.0,0.0,-128.31851905205508,0.0,0
1-212,0.0,0.0,0.0,-128.32538470189104,0.0,0
1-441,0.0,0.0,0.0,-128.32625998888022,0.0,0
1-1335,0.0,0.0,0.0,-128.37489854002476,0.0,0
1-946,0.0,0.0,0.0,-128.4383992552197,0.0,0
1-1047,0.0,0.0,0.0,-128.4480001483194,0.0,0
1-928,0.0,0.0,0.0,-128.47772827366958,0.0,0
1-1263,0.0,0.0,0.0,-128.50380280282886,0.0,0
1-89,0.0,0.0,0.0,-128.5097350486106,0.0,0
1-83,0.0,0.0,0.0,-128.55481393402476,0.0,0
1-24,0.0,0.0,0.0,-128.5771012465367,0.0,0
1-206,0.0,0.0,0.0,-128.57999646536172,0.0,0
1-1321,0.0,0.0,0.0,-128.64939401862063,0.0,0
1-35,0.0,0.0,0.0,0.0,-104.62656422993774,0
1-1079,0.0,0.0,0.0,0.0,-105.17775826355124,0
1-893,0.0,0.0,0.0,0.0,-105.3638774717322,0
1-456,0.0,0.0,0.0,0.0,-105.49293506570937,0
1-1254,0.0,0.0,0.0,0.0,-105.5991738559545,0
1-102,0.0,0.0,0.0,0.0,-105.6269708918456,1
1-960,0.0,0.0,0.0,0.0,-105.71268510118485,0
1-117,0.0,0.0,0.0,0.0,-105.73191986193177,0
1-285,0.0,0.0,0.0,0.0,-105.78046636182182,0
1-1298,0.0,0.0,0.0,0.0,-105.89121167527912,0
1-203,0.0,0.0,0.0,0.0,-105.89378565539837,0
1-860,0.0,0.0,0.0,0.0,-105.93536125856534,0
1-578,0.0,0.0,0.0,0.0,-105.9460994204321,0
2-12,62.940448532151244,8.21369311982377,32.20658716612342,-105.68894388324064,-72.4559610190966,1
2-792,58.844831399488555,6.206602012969539,17.860476574713108,-103.63366500711557,-81.16369467093598,0
2-51,52.206857448370386,4.896768211881975,14.806666466775443,-110.86511229660485,-82.22889864993292,1
2-746,39.105088378072914,6.654615578961442,21.3731662166911,-109.19043197298758,-78.6829999278518,1
2-14,35.0763100383868,5.380339914824016,16.2155257261152,-107.52860105258966,-82.91200027004153,1
2-1169,34.79451384637953,4.823147242354362,13.068524595677316,-113.02050222737496,-83.41866844421843,0
2-1147,33.43223063016508,4.194514070536608,9.01340889232755,-110.30738709563917,-86.23450540275579,0
2-588,30.516893834043923,5.06999667590887,10.095890088516667,-109.81089062205209,-85.1967046789679,0
2-100,28.523961656196555,4.418124581803352,9.961592305080991,-112.165195384856,-84.67054777420496,0
2-712,28.348720687578922,4.874582493608858,10.445589783297574,-109.95750159555608,-84.89901926386369,0
2-810,28.081173894749778,5.166134588216403,12.208278345145377,-111.01710694578183,-83.48491692258442,0
2-606,25.844774510143708,5.551271396314612,11.316548101906719,-111.019650671735,-83.91565221926727,0
2-724,24.865099522598364,4.62699749516084,15.272368799791572,0.0,-82.70055073783128,0
2-1144,24.740960430732866,4.198217199029433,7.216017573329784,-111.21203685749515,0.0,0
2-884,24.104760825393974,0.0,12.691321402606961,0.0,-82.66906593647016,0
2-1170,23.192502641460162,4.530600548345511,14.31047069415475,0.0,-82.82077203083587,0
2-1263,23.102397694590238,4.801194932130292,11.669903947439282,-110.91564165768597,-84.84957518119474,0
2-141,22.48519188399913,5.452642086259894,16.524561581651312,0.0,-80.0941504584739,0
2-1163,22.335824913887205,4.585964587501593,9.379161775542656,-112.27947072647763,-85.23560184057288,0
2-184,21.816195033661785,0.0,11.389287230930112,0.0,-84.064351179918,1
2-92,21.729700568261805,4.735014217711909,9.967319776229552,-111.91698245990241,-85.01806335482415,0
2-253,21.19030982852629,0.0,8.336418724632205,0.0,-85.79190097236192,0
2-172,21.08313912512201,5.374570225795708,14.929063447856851,-110.47035549364942,-83.53361208636872,0
2-883,20.75744643205253,0.0,11.781648596681162,0.0,-83.69755893980255,0
2-576,20.545881654270122,4.553370718340759,7.616510308201917,-109.50817464519098,0.0,0
2-156,19.918414395799932,0.0,0.0,0.0,0.0,0
2-700,19.860225940855475,5.474110695471326,13.849584404130944,0.0,-82.84341287862644,0
2-781,19.759025049917167,4.38945515299545,10.746771915905413,-112.62600225851766,-83.92676260609265,0
2-47,19.712951072981646,4.820145593584089,10.463298617480703,-111.88415798983351,-84.41297827323496,0
2-579,19.39696728514634,0.0,8.536411752639028,0.0,-85.29496669718938,0
2-798,19.327412367191855,4.359638511051755,0.0,-106.8831049697819,0.0,0
2-876,19.26418682143222,4.779718978112072,10.220566801739338,0.0,-85.18889272248332,0
2-82,18.444235813296302,4.567300400398443,7.729247761138518,-110.45543135797625,0.0,0
2-1089,18.441516704487732,5.477282114122555,16.128707294004194,-112.80248279800497,-82.25055247345256,0
2-77,18.169910983943034,0.0,0.0,0.0,0.0,0
2-364,18.036766311208655,4.818118196511222,9.912996075646841,-109.04245835871976,-85.67224211225098,0
2-1246,17.845188454909945,4.888082809435724,10.683011874986953,-110.82093175010736,-85.50497537660952,0
2-114,17.532261610747923,0.0,0.0,0.0,0.0,0
2-78,17.437913477675487,4.581476815294284,11.583565112199874,0.0,-84.0959557525716,0
2-804,17.417325310920496,0.0,7.493660765970123,0.0,-86.0020784129744,0
2-1379,17.12082233813516,4.964786341929578,10.367336734901988,0.0,-83.8732410061562,0
2-833,17.06182159744974,0.0,10.499782465166513,0.0,-83.9562414199229,0
2-329,16.995072036418826,0.0,0.0,-108.76239757049547,0.0,0
2-726,16.85664758868595,4.173760386624086,12.613218272801344,0.0,-83.65312631030521,0
2-52,16.634219479217947,4.8639343196407925,7.214137627219625,-112.05370998420723,-85.9844699473702,1
2-453,16.496906387850295,4.590809341594831,9.863401771869414,-112.38557567613474,-85.58598745112795,0
2-1095,16.46078778996216,4.491128216077131,9.446557858743565,-112.16434124431174,-85.14204981892784,0
2-1392,16.45244483013041,0.0,0.0,-111.9668567634333,0.0,0
2-416,16.136845197847887,4.886132122313227,9.889453247422722,-110.39343359278027,-85.77933000030545,0
2-33,16.008361374371024,4.991302544721782,8.229032333271123,-109.81961701354328,-85.95012257547197,0
2-805,15.777388274906269,0.0,8.340228915516116,0.0,-85.93076058439524,0
2-1168,15.75779153185676,0.0,0.0,0.0,0.0,0
2-315,15.757129942721015,0.0,0.0,-111.4881798380125,0.0,0
2-1042,15.681141084702606,4.762944931275253,11.556242824427935,0.0,-83.46497254735525,0
2-202,15.45352428644622,0.0,0.0,-112.35887159338354,0.0,1
2-574,15.333346811047857,4.218422554303793,0.0,0.0,0.0,0
2-1341,15.144003199919956,0.0,0.0,0.0,0.0,0
2-193,14.994201583199601,0.0,0.0,-112.3268809169359,0.0,0
2-1167,14.924647905836377,0.0,7.1854191684365265,0.0,0.0,0
2-435,14.761602147836552,4.799068916497784,0.0,-111.91574483598207,0.0,0
2-658,14.642368980309495,0.0,7.6885881440075785,-112.45997086540518,0.0,1
2-429,14.503064653042612,4.860082768058541,10.813673640816113,0.0,-82.48153199211974,0
2-806,14.39939078226533,0.0,0.0,-112.69931054403979,0.0,0
2-1268,14.0687961315999,0.0,7.488222676468965,-112.01906970497232,-85.84970547097879,0
2-204,13.976142247324232,4.6361575295588775,0.0,-112.00558733362355,0.0,0
2-811,13.90558991789888,0.0,0.0,0.0,0.0,0
2-288,13.760526262564795,4.56670929543678,7.325573941177171,-112.308791048431,-85.75428235716461,0
2-101,13.646096905540688,0.0,0.0,-112.15768772248262,0.0,0
2-1166,13.536011172171722,0.0,0.0,0.0,0.0,0
2-747,13.408657356695228,4.4807133118936955,10.722644967481703,0.0,-84.12981117539687,0
2-729,13.398865465564802,0.0,11.455426269043894,0.0,-84.84533538531133,0
2-685,13.390088662666301,0.0,0.0,-112.88675718181581,0.0,0
2-721,13.339219102091581,0.0,0.0,-110.97721628643217,0.0,0
2-1380,13.304723864059255,0.0,7.8251602493971415,0.0,0.0,0
2-593,13.23927990501588,4.523446529608806,0.0,0.0,0.0,0
2-914,13.228842221767918,0.0,7.70274933251171,0.0,0.0,0
2-624,13.225021813934877,4.704853517812175,8.055035559786491,-112.31311353402172,0.0,0
2-373,13.203078399799608,4.321509758661611,0.0,-111.20710834076161,0.0,0
2-846,13.05765951666033,4.271308452962025,8.23447398124527,-113.08236158316093,-85.18982504770761,0
2-875,13.026726542237258,0.0,13.619342380582573,0.0,-81.57954145903325,0
2-1063,12.936349286712716,4.610121275802618,7.740602258172726,0.0,-85.06222329354611,0
2-578,12.884975656229152,0.0,10.312093364457237,0.0,-84.12468313110496,0
2-1303,12.80839064537819,4.708187781048332,7.85011283335679,-111.60772873302334,0.0,0
2-1165,12.706135379182461,0.0,0.0,0.0,0.0,0
2-76,12.637312592032915,4.5021433027096345,7.28633603443416,-112.47868714544232,0.0,0
2-29,12.543629563350175,4.448655819860461,7.2499625950493645,-111.80792310943343,-86.04974931483949,0
2-1072,12.275263811840881,0.0,0.0,-112.42513430775885,-86.22665549914211,0
2-368,12.249084271519937,0.0,0.0,0.0,0.0,0
2-209,12.046547260880981,4.243090510296618,7.973094374296471,0.0,0.0,0
2-430,12.019789370065713,4.229992134130814,7.287006988054312,0.0,-85.21396113922837,0
2-756,12.001193676626773,0.0,0.0,0.0,0.0,0
2-75,11.913173520058955,4.474180332301509,10.030950187937188,0.0,-84.54693180009534,0
2-1201,11.889326607729615,0.0,0.0,-110.79526142309349,0.0,0
2-731,11.847858555883573,4.351892325427766,0.0,-111.571874666789,0.0,0
2-395,11.775365685394142,4.614466238666086,0.0,-111.56751837840345,0.0,0
2-280,11.659681321501598,0.0,0.0,0.0,0.0,0
2-908,11.610875774043588,0.0,10.956399118344551,0.0,-85.09557161957615,0
2-968,11.595955260101197,0.0,0.0,0.0,0.0,0
2-1217,11.54042198509092,4.35201213735403,10.649360240074156,0.0,-84.34499142239463,0
2-262,11.515869775374028,0.0,0.0,-112.78414399941583,0.0,0
2-1158,0.0,5.014593567887674,10.883606396248044,0.0,-83.45575409553916,0
2-672,0.0,4.754749148018409,7.205348682552168,0.0,-85.05142454905294,0
2-880,0.0,4.700640807177903,0.0,0.0,-85.46710825636691,0
2-878,0.0,4.679303800716825,9.623795466402369,0.0,-84.56929207323965,0
2-476,0.0,4.556801167015765,0.0,-112.02027789292889,0.0,0
2-607,0.0,4.553799621413679,9.339781542348149,0.0,-83.09550688634359,0
2-675,0.0,4.527148765735845,0.0,-110.9943984804229,0.0,0
2-203,0.0,4.517863504662079,7.268122110070657,0.0,-85.4488710678927,0
2-58,0.0,4.503790393044433,7.552815551840759,0.0,-86.18276957293503,0
2-997,0.0,4.486367706881836,6.959610615698201,-112.81366301131527,-85.86538796999713,0
2-1087,0.0,4.4583406207370055,7.886817975559598,0.0,-86.10335469654909,0
2-345,0.0,4.453067745974738,8.052294525092536,0.0,-86.19968895222371,0
2-1250,0.0,4.4498363174385505,0.0,-111.99024466622738,0.0,0
2-540,0.0,4.417704690102174,0.0,-112.8282747349401,0.0,0
2-1051,0.0,4.412131592529593,7.283515036272434,0.0,0.0,0
2-1295,0.0,4.397006835501859,8.374582397395102,0.0,-86.14157109358054,0
2-328,0.0,4.361675677858406,0.0,-112.02580201939755,0.0,0
2-552,0.0,4.3553124670773204,0.0,-113.037841177753,0.0,0
2-466,0.0,4.347451267196487,0.0,-111.8255192564837,0.0,0
2-297,0.0,4.339462185543234,0.0,0.0,0.0,0
2-1331,0.0,4.3046975732439385,0.0,0.0,0.0,0
2-882,0.0,4.293264773032481,0.0,0.0,-86.01142936065176,0
2-198,0.0,4.2695250866708685,0.0,-111.72328485759189,0.0,0
2-441,0.0,4.265885324184148,7.018561956333121,-112.20030530121164,0.0,0
2-486,0.0,4.248563050410635,8.400553685740928,0.0,-85.44601666377456,0
2-422,0.0,4.23751333820956,0.0,0.0,0.0,0
2-1011,0.0,4.222004685745642,7.157731323914702,0.0,-85.46142087131443,0
2-615,0.0,4.218947119854926,0.0,0.0,0.0,0
2-1197,0.0,4.213654593142328,0.0,0.0,0.0,0
2-406,0.0,4.212098072707883,0.0,0.0,0.0,0
2-1056,0.0,4.209996382938698,0.0,-113.03884747392345,0.0,0
2-1180,0.0,4.2084803216368885,0.0,0.0,0.0,0
2-1282,0.0,4.2026621920901714,0.0,0.0,0.0,0
2-844,0.0,4.19040403822595,0.0,-112.96765639177629,0.0,0
2-1226,0.0,4.185742027627697,0.0,-111.97302011375263,0.0,0
2-1343,0.0,4.176693857473378,0.0,-112.24955460293492,0.0,0
2-1297,0.0,4.172921212813135,0.0,0.0,-86.24708927138228,0
2-836,0.0,4.1724681776356265,7.474001059199249,0.0,-85.70436161352157,0
2-169,0.0,4.168351129385732,0.0,0.0,0.0,0
2-899,0.0,4.1671166935666015,0.0,0.0,0.0,0
2-1005,0.0,4.167091743735314,0.0,0.0,0.0,0
2-36,0.0,0.0,12.181198828651901,0.0,-83.89239231087818,0
2-896,0.0,0.0,9.487797428789587,0.0,-85.08983594083817,0
2-650,0.0,0.0,9.316080769967217,0.0,-83.87969983365569,0
2-251,0.0,0.0,8.9537734892825,0.0,-84.49844735995296,0
2-374,0.0,0.0,8.763163364931536,0.0,-86.0199597299802,0
2-840,0.0,0.0,7.855588541754356,0.0,-85.48690279381204,0
2-321,0.0,0.0,7.810551446913706,0.0,-86.06846888803665,0
2-311,0.0,0.0,7.666620500073777,0.0,0.0,0
2-195,0.0,0.0,7.531749645691596,0.0,0.0,0
2-1361,0.0,0.0,7.5186241206186155,0.0,-85.48428975032637,0
2-1320,0.0,0.0,7.473852220895121,0.0,0.0,0
2-293,0.0,0.0,7.369683524962426,0.0,0.0,0
2-1111,0.0,0.0,7.361636243130984,0.0,-84.99258184092106,0
2-28,0.0,0.0,7.20582477365644,0.0,-85.49579081172959,0
2-1015,0.0,0.0,7.158106340619436,0.0,-86.17142940948999,0
2-263,0.0,0.0,6.976310711212452,0.0,0.0,0
2-1299,0.0,0.0,6.910412362642391,0.0,-85.74019744976519,0
2-927,0.0,0.0,0.0,-110.89022974246531,0.0,0
2-1313,0.0,0.0,0.0,-110.9768305786974,0.0,0
2-160,0.0,0.0,0.0,-111.61913866317421,0.0,0
2-1040,0.0,0.0,0.0,-111.69717904877477,0.0,0
2-244,0.0,0.0,0.0,-111.87064205317057,0.0,0
2-695,0.0,0.0,0.0,-112.00984940286463,0.0,0
2-928,0.0,0.0,0.0,-112.04277449115764,0.0,0
2-206,0.0,0.0,0.0,-112.06182299169322,0.0,0
2-1300,0.0,0.0,0.0,-112.20732169525633,0.0,0
2-572,0.0,0.0,0.0,-112.23751095064283,0.0,0
2-234,0.0,0.0,0.0,-112.28824298760443,0.0,0
2-625,0.0,0.0,0.0,-112.3085162742626,0.0,0
2-94,0.0,0.0,0.0,-112.47386596080032,0.0,0
2-163,0.0,0.0,0.0,-112.48674931460941,0.0,0
2-1248,0.0,0.0,0.0,-112.55818481554603,0.0,0
2-189,0.0,0.0,0.0,-112.57209907213613,0.0,0
2-499,0.0,0.0,0.0,-112.58775179453332,0.0,0
2-49,0.0,0.0,0.0,-112.65023237400419,0.0,0
2-199,0.0,0.0,0.0,-112.65937401901435,0.0,0
2-1047,0.0,0.0,0.0,-112.67028773197431,0.0,0
2-417,0.0,0.0,0.0,-112.68441515988935,0.0,0
2-673,0.0,0.0,0.0,-112.7015285669569,0.0,0
2-522,0.0,0.0,0.0,-112.74862849743731,0.0,0
